filename,original_creation_date,average_hex_color,is_selfie,body_position
5b149427-3a48-499e-b607-dab7be0f5393.jpg,2025-08-13T13:16:07.133991,#6E6356,unknown,standing up on hind legs
5e0df137-efa5-4346-8b49-bd5176f4eada.jpg,2025-08-13T13:16:07.133991,#7A706D,unknown,between legs
5e466253-f77b-4adc-9d82-0adb749b1a46.jpg,2025-08-13T13:16:07.133991,#352F26,unknown,between legs
600e3549-e9d0-4b38-95d4-29227f8eb2f4.jpg,2025-08-13T13:16:07.137991,#553926,unknown,between legs
60f8516c-87bc-4a42-bc44-49cd7640fe03.jpg,2025-08-13T13:16:07.137991,#6C5E51,unknown,between legs
62715382156__A01FE6DD-6A94-4F4A-9C4F-88B2323916AD.JPG,2020-11-15T12:23:41,#696760,yes,between legs
62715384620__78565B9A-1D03-4F12-BE3C-3C51B8A00903.JPG,2020-11-15T12:24:06,#6C675E,no,between legs
62715393686__D0B0072B-F563-4003-A68D-F06C18833577.JPG,2020-11-15T12:25:36,#575550,no,between legs
62749694900__79BC8E40-AD21-49EC-858A-B2511F8B83B7.JPG,2020-11-19T11:42:28,#5D574D,no,between legs
62870864491__A3190BF5-AE34-49A1-8613-135C84621A07.JPG,2020-12-03T12:17:24,#726C60,no,between legs
62934763557__07A2F997-4FBA-4AC6-8D78-9B6C76BE77E0.JPG,2020-12-10T21:47:15,#675B4E,no,between legs
63156DE6-8679-4ECB-BD94-55E16EC52D6E.JPG,2024-01-26T13:13:56,#9A8875,yes,between legs
63540238314__54A92D8C-4E0E-4631-BEAA-CA13E9A2C24B.JPG,2021-02-18T23:39:43,#A89F94,no,other
65464356856__A116DBA2-4706-4DD2-A733-0B5D6834D869.JPG,2021-09-29T17:26:08,#5E5C55,no,between legs
66ebc777-ed3b-4b51-8cd7-706e9a157c95.jpg,2025-08-13T13:16:07.189991,#433B30,unknown,pretzel
67960668829__D52A4F80-4676-4B2F-99D3-825FBCDD5B69.JPG,2022-07-15T15:38:08,#826956,no,standing on all fours
67E91D0E-D77C-4190-A15A-5FEC8C8617D0.jpg,2023-11-19T12:32:52,#85786A,no,belly up
68633301496__044700F6-81C3-4CA8-B90C-E64A9F0337DB.JPG,2022-10-01T12:03:34,#695A55,yes,between legs
69689539016__5A9D4811-0DA9-4F52-86A1-E7D7200743BF.JPG,2023-01-31T17:03:10,#504B45,no,between legs
6B83D750-C294-40FA-9D89-E32E58FABCA2.jpg,2021-10-13T17:49:56,#342D2B,no,between legs
6F99D991-6274-4D83-AEE2-3E20530AEF9D.jpg,2021-07-29T15:12:27,#646057,no,other
6d540023-bb48-4feb-ad6e-4078109d334a.jpg,2025-08-13T13:16:07.213992,#7C7064,unknown,laying on side
6f3fdc8d-21e7-4de0-ab0f-9fa1801e2757.jpg,2025-08-13T13:16:07.213992,#76757D,unknown,between legs
70C5B907-E3F7-4075-BB5D-15A2DB114852.jpg,2021-07-10T16:59:31,#A9A399,no,laying on side
71bb0aa5-4e86-4b9c-bf78-bbcbb714cee8.jpg,2025-08-13T13:16:07.217992,#6B6256,unknown,between legs
722D59DB-13BF-4C31-B75B-89C1E3E8E630.jpg,2020-12-25T00:04:43,#29201D,no,between legs
75057C38-AB50-4E9D-800A-D06260E1FADA.jpg,2021-06-08T18:58:42,#60514B,no,belly up
7577A918-F358-4775-85F1-7DCDBB271E19.jpg,2021-06-22T12:48:53,#5D4E42,no,other
76F40AFD-31AB-4D04-94EB-A3BA82A41215.JPG,2022-01-30T11:24:44,#7B7976,yes,between legs
77188367521__1A3E94FE-BB9B-4D01-B4AB-A1D47B8FEA49.jpeg,2025-06-17T16:07:55,#776C5D,no,loaf
77250500489__2D3CB788-05B5-4D72-8B32-D3236D6C4D25.jpeg,2025-06-24T20:43:24,#54493A,no,between legs
77b0074c-5d5b-4a2e-b0a7-b9c99fadfef1.jpg,2025-08-13T13:16:07.261992,#5D4C45,unknown,pretzel
77c06734-804f-4ad0-a1e4-dbdab658c128.jpg,2025-08-13T13:16:07.261992,#2C2923,unknown,curled up
782AA6B7-8516-4F61-9211-5BDDFE5C4C4B.jpg,2021-09-28T16:56:50,#6A5F58,no,between legs
78346203-a5db-45de-84bc-e1cc8bc447d2.jpg,2025-08-13T13:16:07.269992,#82776A,unknown,belly up
7BAE0DBA-046F-421E-AA7D-5552BD8D051C.jpg,2021-09-28T16:56:00,#615D56,no,between legs
7C276CDD-41DC-45C4-9087-C854345299C2.jpg,2025-04-08T21:09:51,#826451,no,other
7b32b42b-78c2-421c-b45d-54df310dc9e1.jpg,2025-08-13T13:16:07.281991,#847463,unknown,other
827ea15e-3fb2-49cb-8e99-460ac54343b9.jpg,2025-08-13T13:16:07.281991,#5E5852,unknown,pretzel
82B5A390-ECF7-4521-AA62-4BCA1DEB11CA.jpg,2025-07-02T22:54:59,#998B7E,yes,between legs
841218dc-8002-4e06-9bc1-38cb495e9dc1.jpg,2025-08-13T13:16:07.289992,#37302A,unknown,loaf
848f7552-60b8-4dc5-bd74-87e1fc0a1c80.jpg,2025-08-13T13:16:07.293992,#625B49,unknown,other
86B0F3A3-1CC8-4E0C-B329-3366636CC898.JPG,2021-10-29T16:32:27,#8C877E,yes,between legs
88f9ddf9-41ce-47b5-9f3b-1ecff7d2b19f.jpg,2025-08-13T13:16:07.297992,#79695A,unknown,between legs
892DF147-84AA-4D61-92A9-71019CEEF52D.jpg,2025-07-03T08:45:22,#746B5F,no,laying on side
8978E825-9126-433D-ADF1-0C658C27A16B.jpg,2023-06-16T20:10:55,#37322B,no,curled up
8B344437-724A-4745-98F0-F48A846D00CE.jpg,2023-06-25T18:11:00,#69665C,no,laying on side
8CFD11B4-90B1-4F10-A8F9-E6245403A75F.jpg,2021-11-10T17:40:04,#97826A,no,other
8DC8C36C-EABD-48FD-80AB-964DA71A9B4B.jpg,2025-07-02T18:36:35,#6A5641,no,laying on side
8FF4AACB-8A5E-4128-8B5F-D58D217EEC93.jpg,2025-07-09T19:09:13,#63594B,no,laying on side
8b56821f-2ff9-496d-bd63-f8bd25a88be5.jpg,2025-08-13T13:16:07.321991,#97877A,unknown,laying on side
8e8a82c1-145f-48c3-a072-8f84fd6d21d9.jpg,2025-08-13T13:16:07.325992,#75695A,unknown,laying on side
8f476eeb-556f-4d79-a92d-1ccd4af0ec05.jpg,2025-08-13T13:16:07.325992,#593F2C,unknown,other
9007a777-7b7c-4ea3-9804-f2cf4c68cc36.jpg,2025-08-13T13:16:07.329992,#756451,unknown,other
9094A986-4971-4497-8420-71A99BEFB515.jpg,2025-07-07T09:43:33,#78726D,no,between legs
90e4eff6-1b7b-497d-9e45-7f0c8b6254cc.jpg,2025-08-13T13:16:07.333992,#857360,unknown,between legs
90fedaa1-3856-4491-9334-e1c8a66e99c7.jpg,2025-08-13T13:16:07.333992,#898378,unknown,belly up
9172da79-c709-4b63-8745-e940795620d5.jpg,2025-08-13T13:16:07.337991,#4A4134,unknown,between legs
92a55360-d836-412d-ab76-01d310794968.jpg,2025-08-13T13:16:07.337991,#342F26,unknown,between legs
95C987B7-1307-4F4F-9342-3A9A7854FA09.jpg,2025-07-07T09:41:04,#74655B,no,between legs
9686CD79-3E59-4A4C-9103-37BE66334016.jpg,2024-11-13T13:00:32,#6D5F52,no,other
96f83bd0-2787-41be-89cf-b84a1021e384.jpg,2025-08-13T13:16:07.349992,#464136,unknown,curled up
9958d689-3b33-4971-aef2-c3afc82c11b9.jpg,2025-08-13T13:16:07.349992,#75786F,unknown,laying on side
99df8cd3-b739-4fc1-a9b9-eb4c26a93b7f.jpg,2025-08-13T13:16:07.353992,#514539,unknown,standing on all fours
9a97fa41-af74-4b91-a747-9ebe70eff0fb.jpg,2025-08-13T13:16:07.353992,#7F796E,unknown,pretzel
9bb38b67-6cbe-4bef-9309-77d13a9e6a0a.jpg,2025-08-13T13:16:07.353992,#7F664C,unknown,other
9f5c300e-83ea-448f-b7ad-9bfba3e8347e.jpg,2025-08-13T13:16:07.357991,#5E584E,unknown,between legs
A115196E-3B84-457C-933A-98A8C04A0427.jpg,2025-06-12T10:57:44,#826F5C,yes,between legs
A779828A-5BAD-48BE-B32B-5081E0C34119.jpg,2025-04-08T23:46:41,#715F4E,no,between legs
A7B2DD8C-26B9-4F96-8CF5-D89121820826.jpg,2024-11-08T13:20:36,#686661,yes,between legs
A8416125-CEAF-4187-B451-DB28A4627F2B.jpg,2025-06-08T17:30:34,#574B3D,no,pretzel
B12C1C42-44C3-48E1-B750-605D06437FAB.jpg,2021-06-08T18:53:58,#594E47,no,between legs
B1BDE87F-FC3D-47E9-B9EF-EEFEEA111334.jpg,2025-07-02T22:55:39,#A8907F,yes,between legs
B2AFF42A-6BCE-4974-90EC-1FD978E2D1B4.JPG,2022-01-30T11:25:47,#8F8989,yes,between legs
B3C4260F-2435-4370-88EC-C3C456D4BD0E.jpg,2025-04-09T10:32:45,#666B78,no,laying on side
B8B1583C-AA7F-40C6-AAD5-B3512504D15F.jpg,2020-11-16T23:22:03,#6B5A5A,yes,between legs
B975EB84-A171-4133-9D2D-35371E45D8C8.JPG,2021-08-30T14:52:29,#928C85,yes,between legs
BA880C28-8538-4ACB-B7AF-870F28AB1C19.jpg,2021-10-13T17:42:36,#4C3B36,no,pretzel
BB8CD188-6E42-4B33-AACD-05B05C9CEAB2.JPG,2021-07-20T11:03:23,#726B63,yes,between legs
C1B48B42-DE7B-4D52-B4BD-46ACD670BEAA.jpg,2025-07-09T12:34:22,#91867B,yes,between legs
C202432D-7822-47AB-8FFD-0D7191BB4D6F.jpg,2025-04-23T20:15:18,#897972,yes,between legs
C348B1BC-A146-43D1-A8E8-4D9A61E9C86C.jpg,2023-03-10T13:29:52,#9E9183,no,between legs
C5E14B76-9430-4340-BB1E-B9C40292717C.jpg,2024-01-26T13:11:52,#615A52,no,other
C9598CEC-960D-417B-B992-633E7E30D3BD.jpg,2025-05-22T13:30:42,#6B697D,no,pretzel
CACE8A46-93E7-44FA-8102-11DA6560A45E.jpg,2022-07-05T10:45:48,#5B544C,no,other
D00AA1D4-7E99-4179-B6F1-1F02A613CE7A.jpg,2023-06-25T10:59:17,#7B6D59,no,between legs
D1E3DF8E-95F6-4F5E-A301-F46004D5BDF7.jpg,2020-11-15T01:06:31,#5D5246,no,other
D34C31A5-0A0C-403B-B283-2EF00C5DC780.jpg,2021-08-02T13:41:12,#5F5C5B,no,belly up
D3A25E84-D838-42CB-919C-940CBAFAD16F.jpg,2025-07-20T11:04:13,#77736B,no,laying on side
D553CF63-1365-428B-940F-F1160BD93F2A.jpg,2021-11-20T11:29:03,#7B756F,no,pretzel
DDBE5FFE-6F9E-42D4-9BC4-154657EE5F5A.jpg,2025-04-19T12:10:54,#7B7363,no,laying on side
DFAB020E-5063-42E9-81A0-51C2B8C04115.jpg,2022-07-01T16:18:55,#625F56,no,standing up on hind legs
E030EE28-3D3F-4227-A471-DDD21786D6B5.jpg,2021-07-22T19:08:34,#524A46,no,pretzel
E9C6E488-1D02-4CDB-AB9A-EDB3FC4D280E.jpg,2024-04-05T11:27:16,#776E68,no,loaf
EA5FDAB7-4CCE-44A2-A6E6-540EE9566024.jpg,2021-10-13T17:35:56,#332925,no,curled up
EDBA41F0-B177-4B09-870C-6EA1C876C78C.jpg,2021-09-07T14:10:10,#706E5B,no,pretzel
EE18BE83-C79D-40E4-B33E-3DA98BF214CF.jpg,2025-07-03T18:29:38,#928B83,no,pretzel
EE6AD410-3E00-4900-BFF6-CFD816F4E163.jpg,2021-07-20T11:46:54,#55524D,no,other
EEB0356C-BACE-417F-84FB-9DCDD31F180E.jpg,2020-11-27T00:28:45,#917C70,no,between legs
F05306CD-C1E9-47B7-89EA-1DFD9C309446.jpg,2024-01-26T13:17:31,#524C3E,no,between legs
F533B838-572E-4632-868C-E5D5F7A02C0B.jpg,2021-10-13T17:42:11,#4D4039,no,between legs
F6FAFA75-6ED9-42B4-9E14-680834DD18EB.jpg,2025-07-03T19:11:14,#91908C,no,pretzel
F84A70F9-41F4-41D7-BC4B-8CE9CF493589.jpg,2022-08-16T09:44:01,#545754,no,between legs
F92F4431-C379-4082-9418-1B3F4DA1B0B5.jpg,2024-04-05T11:21:18,#847B71,no,belly up
IMG_0077.jpeg,2024-09-15T10:17:47,#8E7C67,no,standing on all fours
IMG_0078.jpeg,2024-09-15T10:17:47,#927E67,no,standing on all fours
IMG_0079.jpeg,2024-09-15T10:17:49,#957D66,no,loaf
IMG_0084.jpeg,2024-09-15T10:24:41,#67645C,no,other
IMG_0085.jpeg,2024-09-15T10:24:45,#6E5C4F,no,other
IMG_0244.jpeg,2024-09-27T16:38:30,#736E5A,no,standing on all fours
IMG_0397.jpeg,2024-09-29T15:59:45,#776D61,no,other
IMG_0398.jpeg,2024-09-29T15:59:46,#776D61,no,other
IMG_0399.jpeg,2024-09-29T16:00:06,#786E61,no,standing up on hind legs
IMG_0507.jpeg,2024-10-03T16:58:10,#67645E,no,between legs
IMG_0508.jpeg,2024-10-03T16:58:21,#63625D,no,between legs
IMG_0527.jpeg,2024-10-06T19:52:02,#96887D,no,between legs
IMG_0528.jpeg,2024-10-06T19:52:04,#A2948A,no,between legs
IMG_0529.jpeg,2024-10-06T19:52:05,#958372,no,between legs
IMG_0530.jpeg,2024-10-06T19:52:26,#94887D,no,between legs
IMG_1020.JPG,2020-11-14T13:44:49,#6E6662,no,between legs
IMG_1021.PNG,2020-11-14T13:57:42,#615B5C,unknown,between legs
IMG_1022.jpeg,2020-11-14T14:13:02,#5F5F57,no,between legs
IMG_1030.jpeg,2020-11-14T14:58:47,#848881,no,between legs
IMG_1031.jpeg,2020-11-14T14:58:51,#858882,no,between legs
IMG_1032.jpeg,2020-11-14T14:58:57,#868A84,no,between legs
IMG_1034.jpeg,2020-11-14T15:02:58,#888781,no,between legs
IMG_1035.jpeg,2020-11-14T15:03:02,#8E8D89,no,between legs
IMG_1037.jpeg,2020-11-14T15:03:05,#83827F,no,between legs
IMG_1039.jpeg,2020-11-14T15:03:09,#82827F,no,between legs
